model_id,prompt,variable,mean,std
model_4,TABLE 4 - consumption ~ HDD + CDD + night dummy + weekend dummy + month dummies,HDD,5.188167188827582,5.665398178566963
model_4,TABLE 4 - consumption ~ HDD + CDD + night dummy + weekend dummy + month dummies,CDD,0.44673002590544614,1.1334251242483004
