model_id,prompt,variable,coefficient,std_error,t_stat,p_value,ci_low,ci_high,year
model_6,TABLE 6 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR + CUR,const,42269.05057630435,61.82832687372189,683.6518585184201,0.0,42147.86928240748,42390.23187020121,2024
model_6,TABLE 6 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR + CUR,HDD,134.19142785784197,66.37115207403231,2.0218336380263664,0.0431935413962344,4.106360180307746,264.27649553537617,2024
model_6,TABLE 6 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR + CUR,CDD,2813.2175641150757,59.29892960940626,47.44128743377571,0.0,2696.9937977588634,2929.441330471288,2024
model_6,TABLE 6 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR + CUR,night,-7993.544623762642,88.59396460327024,-90.22674015728131,0.0,-8167.185603632668,-7819.903643892616,2024
model_6,TABLE 6 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR + CUR,weekend,-3255.0505152954574,99.26239814576591,-32.792382373388214,7.560941375154052e-236,-3449.6012406802342,-3060.4997899106806,2024
model_6,TABLE 6 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR + CUR,PMI,445.6487714241116,79.4291433672809,5.610645570775309,2.0157322829326064e-08,289.9705111013725,601.3270317468507,2024
model_6,TABLE 6 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR + CUR,IR,-601.2771529055238,50.89522295897192,-11.814019429490079,3.30381010069305e-32,-701.0299568902449,-501.5243489208028,2024
model_6,TABLE 6 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR + CUR,CUR,-1172.140205280578,56.53653409733679,-20.73243830728196,1.7661124169959223e-95,-1282.9497759220787,-1061.330634639077,2024
model_7,TABLE 7 - log_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,const,10.642736489770211,0.001645425547143747,6468.075391344611,0.0,10.639511514958567,10.645961464581855,2024
model_7,TABLE 7 - log_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,HDD,0.01682063268934253,0.0016453646687908927,10.223042349452712,1.5635510803408183e-24,0.013595777197077705,0.020045488181607354,2024
model_7,TABLE 7 - log_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,CDD,0.07227638262758421,0.0014301562689187602,50.537402239426086,0.0,0.06947332784823926,0.07507943740692916,2024
model_7,TABLE 7 - log_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,night,-0.21133059576665508,0.0025098413577970694,-84.20077831219722,0.0,-0.21624979443484646,-0.2064113970984637,2024
model_7,TABLE 7 - log_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,weekend,-0.08286418025495242,0.002751260056777347,-30.118628753697063,2.7635053325062575e-199,-0.08825655087833964,-0.07747180963156519,2024
model_7,TABLE 7 - log_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,PMI,-0.008632529976087211,0.0017394435031969524,-4.9628113590475,6.948005754218858e-07,-0.012041776595495421,-0.005223283356679002,2024
model_7,TABLE 7 - log_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,IR,-0.010497618822201238,0.001326926181124324,-7.911230459938963,2.5485723479839842e-15,-0.013098346347348185,-0.00789689129705429,2024
model_8,TABLE 8 - sqrt_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,const,205.1416698860267,0.16114960530388878,1272.988968847796,0.0,204.82582246350825,205.45751730854516,2024
model_8,TABLE 8 - sqrt_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,HDD,1.5726323807146727,0.159081304292637,9.885714652060853,4.801434987660208e-23,1.260838753687447,1.8844260077418984,2024
model_8,TABLE 8 - sqrt_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,CDD,7.323841277410313,0.14513892493673905,50.46090344545764,0.0,7.0393742117794424,7.608308343041184,2024
model_8,TABLE 8 - sqrt_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,night,-20.496952884443537,0.23523977182119055,-87.13217465634848,0.0,-20.958014364944493,-20.035891403942582,2024
model_8,TABLE 8 - sqrt_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,weekend,-8.223166200114383,0.2620931307639909,-31.374977955905162,4.441285587269577e-216,-8.736859297007152,-7.7094731032216135,2024
model_8,TABLE 8 - sqrt_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,PMI,-0.7635864228244129,0.16786645730232283,-4.548773084840976,5.3959588139158595e-06,-1.0925986333492963,-0.4345742122995294,2024
model_8,TABLE 8 - sqrt_consumption ~ HDD + CDD + night dummy + weekend dummy + PMI + IR,IR,-1.0008492376977447,0.1265546482257408,-7.908435223275942,2.6064420560452295e-15,-1.2488917902963326,-0.7528066850991568,2024
model_9,TABLE 9 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + PMI_IR,const,42271.18137168867,63.75075751527956,663.0694758655575,0.0,42146.23218297157,42396.13056040576,2024
model_9,TABLE 9 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + PMI_IR,HDD,470.559423296123,65.77084835758114,7.154528716701333,8.396086976596873e-13,341.65092928261856,599.4679173096274,2024
model_9,TABLE 9 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + PMI_IR,CDD,2976.8616089345496,59.77353531004609,49.802334653513974,0.0,2859.707632498226,3094.0155853708734,2024
model_9,TABLE 9 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + PMI_IR,night,-7987.797307944424,89.54162763554648,-89.20764027717323,0.0,-8163.295673227191,-7812.298942661656,2024
model_9,TABLE 9 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + PMI_IR,weekend,-3268.448564086773,100.65632251819781,-32.47136873588706,2.705174502580917e-231,-3465.7313310386885,-3071.1657971348573,2024
model_9,TABLE 9 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + PMI_IR,PMI_c,-10667.827264443855,1386.535201885568,-7.693874089843901,1.4274553173577242e-14,-13385.386323436542,-7950.268205451168,2024
model_9,TABLE 9 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + PMI_IR,IR_c,-938.7116221825563,94.6970205039847,-9.912789411817416,3.6627458340178324e-23,-1124.3143718136173,-753.1088725514953,2024
model_9,TABLE 9 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + PMI_IR,PMI_IR,10217.647207912014,1370.9327381246449,7.45306237408055,9.119813958074832e-14,7530.6684159608285,12904.6259998632,2024
model_10,TABLE 10 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR,const,42269.33341923474,61.75488984004188,684.4694165712413,0.0,42148.29605927902,42390.37077919046,2024
model_10,TABLE 10 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR,HDD,88.34392158441955,67.6623115308571,1.3056592301628758,0.19166846831542084,-44.27177212678956,220.95961529562865,2024
model_10,TABLE 10 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR,CDD,2817.4107431456646,59.356783357772436,47.465691093193996,0.0,2701.073585526284,2933.747900765045,2024
model_10,TABLE 10 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR,night,-7993.430429410604,88.56808799944535,-90.25181202354354,0.0,-8167.020692069091,-7819.8401667521175,2024
model_10,TABLE 10 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR,weekend,-3256.163118753347,99.14763940700456,-32.84155970054599,1.5032794450708574e-236,-3450.48892114324,-3061.837316363454,2024
model_10,TABLE 10 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR,PMI_c,9900.375271285127,3001.2705232714907,3.298728053508942,0.0009712395241182542,4017.9931378113233,15782.757404758931,2024
model_10,TABLE 10 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR,IR_c,-174.269945814518,155.944619583164,-1.117511756932282,0.26377557550609254,-479.9157837803191,131.3758921512831,2024
model_10,TABLE 10 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR,CUR_c,-5718.759120655304,1218.7522716475892,-4.692306429857408,2.70142093302493e-06,-8107.469679160955,-3330.048562149653,2024
model_10,TABLE 10 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR,PMI_IR,-9271.510330681107,2952.431342859569,-3.1402966755193744,0.0016877681955208865,-15058.169429513091,-3484.851231849123,2024
model_10,TABLE 10 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR,CUR_IR,4500.429717429681,1215.4127269832231,3.702799565543633,0.0002132333453996455,2118.2645461909497,6882.594888668412,2024
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,const,42289.24447578458,61.24596784277286,690.4820997252767,0.0,42169.20458461445,42409.284366954715,2024
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,HDD,295.38870288867537,67.58554661691754,4.370589832808066,1.239113626137317e-05,162.9234656440641,427.85394013328664,2024
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,CDD,2611.701928104119,60.86044528086925,42.91296121891958,0.0,2492.4176472705444,2730.9862089376934,2024
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,night,-8000.272616569979,88.15138915012969,-90.75605834123385,0.0,-8173.046164491408,-7827.49906864855,2024
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,weekend,-3319.2116112337803,98.35954406557883,-33.745699441436784,1.2362124168061974e-249,-3511.992775138095,-3126.4304473294656,2024
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,PMI_c,8570.860555544903,2976.342588289987,2.87966196810333,0.003981017535200011,2737.336276843803,14404.384834246004,2024
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,IR_c,-72.68781712709097,155.2865230683624,-0.46808838069670294,0.6397213881112278,-377.0438096255296,231.66817537134767,2024
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,CUR_c,258.81271467125043,1249.1593516825646,0.20718951054774612,0.8358618589520529,-2189.4946255779796,2707.1200549204805,2024
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,PMI_IR,-8741.343773601926,2929.648736630959,-2.983751486758207,0.0028473793352986735,-14483.349784751876,-2999.3377624519762,2024
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,CUR_IR,-1436.574598669773,1242.8873539748065,-1.1558365237811346,0.2477480304790336,-3872.589049300679,999.4398519611332,2024
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,PMI_CUR,-982.4580179020248,69.72331747544612,-14.090809982585938,4.325714987682487e-45,-1119.1132090365513,-845.8028267674982,2024
