model_id,prompt,variable,coefficient,std_error,t_stat,p_value,ci_low,ci_high
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,const,40140.11948953599,51.781547943804206,775.1819148608294,0.0,40038.6295205024,40241.609458569576
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,HDD,1048.2499327895678,63.57678958950511,16.487934347704257,4.480056636339533e-61,923.6417149414567,1172.8581506376788
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,CDD,1060.2347196508526,46.560842315387134,22.7709523051406,8.899141662400677e-115,968.9771456228453,1151.49229367886
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,night,-7372.190373080406,81.90509484402278,-90.00893518430995,0.0,-7532.721409125028,-7211.659337035784
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,weekend,-3564.326994093151,85.67181955257118,-41.60442736839454,0.0,-3732.2406749062047,-3396.413313280097
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,PMI_c,-16278.155672145636,775.3005008921989,-20.99593080800682,7.144966593396989e-98,-17797.71673109021,-14758.594613201063
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,IR_c,2087.9214891475567,80.38333748405222,25.97455585321763,9.602442014418701e-149,1930.3730427216858,2245.4699355734274
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,CUR_c,-3880.0966600837855,607.5897125047752,-6.38604732803683,1.7022833649777021e-10,-5070.950613970191,-2689.2427061973804
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,PMI_IR,-15770.00712154773,739.4663286322331,-21.32620041093284,6.486790604073494e-101,-17219.334493446964,-14320.679749648492
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,CUR_IR,-1872.135346613657,623.6292363109415,-3.0020006080667625,0.0026821163998912434,-3094.4261894893207,-649.8445037379934
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,PMI_CUR,1046.244424256805,110.08954257534714,9.503576813762647,2.028020476327664e-21,830.4728857346356,1262.0159627789742
