model_id,prompt,variable,mean,std
model_4,TABLE 4 - consumption ~ HDD + CDD + night dummy + weekend dummy + month dummies,HDD,5.1855103225451495,5.533243202920777
model_4,TABLE 4 - consumption ~ HDD + CDD + night dummy + weekend dummy + month dummies,CDD,0.539096041583813,1.0975282576132024
