model_id,prompt,variable,coefficient,std_error,t_stat,p_value,ci_low,ci_high
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,const,40116.65504392527,49.70853795490641,807.0375169818409,0.0,40019.22809980951,40214.08198804103
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,HDD,443.76310241970214,71.41017126004213,6.214284248160201,5.155912173920934e-10,303.8017386201823,583.724466219222
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,CDD,2981.933307147737,58.97153384558655,50.56563926174537,0.0,2866.3512246973028,3097.5153895981716
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,night,-7144.361526190078,73.62277826814898,-97.04009675061263,0.0,-7288.659520037428,-7000.063532342728
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,weekend,-3509.9701211783454,85.0864137131634,-41.25182820621492,0.0,-3676.736427629821,-3343.20381472687
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,PMI_c,2052.436036267203,117.37306905838143,17.486430684080688,1.8179267196289408e-68,1822.3890481578426,2282.4830243765628
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,IR_c,1174.3115233268145,114.00807674491868,10.300248516201316,7.027950393307517e-25,950.8597989600954,1397.7632476935337
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,CUR_c,662.9229501074888,163.05885479837897,4.065544008187644,4.792055028376232e-05,343.3334673423198,982.5124328726577
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,PMI_IR,1170.1361604588383,103.73453455082095,11.280102287301176,1.6455453445966304e-29,966.8202087862034,1373.4521121314733
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,CUR_IR,3462.6667867021115,323.4118997312946,10.706677118495186,9.47001186139192e-27,2828.791111057095,4096.542462347128
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,PMI_CUR,3284.8958629677436,332.5228421479551,9.878707404726615,5.1492814118053796e-23,2633.163068320854,3936.628657614633
