model_id,prompt,variable,mean,std
model_2,TABLE 2 - consumption ~ HDD + CDD + night dummy,HDD,6.04122703350024,6.512924129238941
model_2,TABLE 2 - consumption ~ HDD + CDD + night dummy,CDD,0.6483414682989339,1.776427111513111
