model_id,prompt,variable,coefficient,std_error,t_stat,p_value,ci_low,ci_high
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,const,42289.24447578458,61.24596784277286,690.4820997252767,0.0,42169.20458461445,42409.284366954715
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,HDD,295.38870288867537,67.58554661691754,4.370589832808066,1.239113626137317e-05,162.9234656440641,427.85394013328664
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,CDD,2611.701928104119,60.86044528086925,42.91296121891958,0.0,2492.4176472705444,2730.9862089376934
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,night,-8000.272616569979,88.15138915012969,-90.75605834123385,0.0,-8173.046164491408,-7827.49906864855
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,weekend,-3319.2116112337803,98.35954406557883,-33.745699441436784,1.2362124168061974e-249,-3511.992775138095,-3126.4304473294656
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,PMI_c,8570.860555544903,2976.342588289987,2.87966196810333,0.003981017535200011,2737.336276843803,14404.384834246004
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,IR_c,-72.68781712709097,155.2865230683624,-0.46808838069670294,0.6397213881112278,-377.0438096255296,231.66817537134767
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,CUR_c,258.81271467125043,1249.1593516825646,0.20718951054774612,0.8358618589520529,-2189.4946255779796,2707.1200549204805
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,PMI_IR,-8741.343773601926,2929.648736630959,-2.983751486758207,0.0028473793352986735,-14483.349784751876,-2999.3377624519762
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,CUR_IR,-1436.574598669773,1242.8873539748065,-1.1558365237811346,0.2477480304790336,-3872.589049300679,999.4398519611332
model_11,TABLE 11 - consumption ~ HDD + CDD + night dummy + weekend dummy + PMI_c + IR_c + CUR_c + PMI_IR + CUR_IR + PMI_CUR,PMI_CUR,-982.4580179020248,69.72331747544612,-14.090809982585938,4.325714987682487e-45,-1119.1132090365513,-845.8028267674982
